"Town","County","Postcode"
"CALEDON","TYRONE","BT684TT"
"LIMAVADY","LONDONDERRY","BT490LY"
"DUNDONALD","DOWN","BT161DA"
"NEWTOWNABBEY","ANTRIM","BT370WE"
"BALLYMENA","ANTRIM","BT436WE"
"BALLYMENA","ANTRIM","BT436RQ"
"DRAPERSTOWN","LONDONDERRY","BT457DP"
"LURGAN","ARMAGH","BT668DX"
"HILLSBOROUGH","DOWN","BT266NW"
"BALLYHALBERT","DOWN","BT221FH"
"BALLYHALBERT","DOWN","BT221FG"
"COMBER","DOWN","BT235GX"
"DOWNPATRICK","DOWN","BT308LZ"
"BALLYMENA","ANTRIM","BT436BZ"
"BALLYMONEY","ANTRIM","BT537JB"
"BELFAST","ANTRIM","BT97RL"
"LISBURN","DOWN","BT275QJ"
"PORTSTEWART","LONDONDERRY","BT557RE"
"CASTLEDAWSON","LONDONDERRY","BT458GA"
"DROMARA","DOWN","BT252NP"
"SIXMILECROSS","TYRONE","BT790RJ"
"BELFAST","ANTRIM","BT133ER"
"DROMORE","DOWN","BT251QS"
"BALLYMONEY","ANTRIM","BT536JN"
"CRUMLIN","ANTRIM","BT294TY"
"CULLYBACKEY","ANTRIM","BT421FE"
"CASTLEDERG","TYRONE","BT817DD"
"GREYSTEEL","LONDONDERRY","BT473EH"
"OMAGH","TYRONE","BT781DP"
"NEWRY","DOWN","BT342GD"
"STRANGFORD","DOWN","BT307RL"
"LISBURN","ANTRIM","BT282FZ"
"BALLYHALBERT","DOWN","BT221TF"
"LISBURN","ANTRIM","BT282EH"
"TOOME","ANTRIM","BT413GZ"
"LIMAVADY","LONDONDERRY","BT499AQ"
"LISBURN","ANTRIM","BT283XW"
"BELLEEK","ARMAGH","BT357RD"
"PORTSTEWART","LONDONDERRY","BT557TB"
"NEWTOWNARDS","DOWN","BT237GU"
"DOWNPATRICK","DOWN","BT308SB"
"RANDALSTOWN","ANTRIM","BT413HW"
"BALLYMONEY","ANTRIM","BT537JR"
"LARNE","ANTRIM","BT403BL"
"SWATRAGH","LONDONDERRY","BT465PZ"
"LONDONDERRY","LONDONDERRY","BT473TD"
"LARNE","ANTRIM","BT402AS"
"BALLYMENA","ANTRIM","BT437QA"
"BALLYMENA","ANTRIM","BT424AD"
"BALLYMENA","ANTRIM","BT424RQ"
"ENNISKILLEN","FERMANAGH","BT748FN"
"KILKEEL","DOWN","BT344GX"
"BALLYMENA","ANTRIM","BT449HN"
"STRABANE","TYRONE","BT828PW"
"STRABANE","TYRONE","BT829AX"
NA,"ANTRIM","BT390QQ"
"BALLYCLARE","ANTRIM","BT399TB"
"PORTSTEWART","LONDONDERRY","BT557FD"
"LONDONDERRY","LONDONDERRY","BT487LG"
"COLERAINE","LONDONDERRY","BT522LH"
"COLERAINE","LONDONDERRY","BT514PU"
"LONDONDERRY","LONDONDERRY","BT476LW"
"STRABANE","TYRONE","BT828NN"
"PORTGLENONE","ANTRIM","BT448AZ"
"LIMAVADY","LONDONDERRY","BT490TD"
"LIMAVADY","LONDONDERRY","BT490RD"
"BALLYMONEY","ANTRIM","BT537EH"
"LONDONDERRY","LONDONDERRY","BT480DE"
"LIMAVADY","LONDONDERRY","BT490DW"
"MILLISLE","DOWN","BT222GT"
"BALLYNAHINCH","DOWN","BT248GE"
"OMAGH","TYRONE","BT797JT"
"BELLEEK","ARMAGH","BT602SN"
"LISLEA","ARMAGH","BT359UQ"
NA,"ANTRIM","BT294HJ"
"NEWRY","ARMAGH","BT358LJ"
"BELFAST","DOWN","BT54QZ"
"COLERAINE","LONDONDERRY","BT513DE"
"DUNGANNON","TYRONE","BT716GL"
"STEWARTSTOWN","TYRONE","BT715NR"
"BROUGHSHANE","ANTRIM","BT424JX"
"DONAGHCLONEY","DOWN","BT667NB"
"MILLISLE","DOWN","BT222GX"
"DUNDONALD","DOWN","BT162GG"
"BANGOR","DOWN","BT203NN"
"BANGOR","DOWN","BT196XL"
"NEWTOWNABBEY","ANTRIM","BT370JX"
"BANGOR","DOWN","BT196DH"
"OMAGH","TYRONE","BT785NF"
"CRUMLIN","ANTRIM","BT294RU"
"NEWTOWNSTEWART","TYRONE","BT784HL"
"ANTRIM","ANTRIM","BT414SJ"
"NEWTOWNABBEY","ANTRIM","BT365ND"
"NEWTOWNABBEY","ANTRIM","BT370QG"
"BANGOR","DOWN","BT205JB"
"ANTRIM","ANTRIM","BT412HL"
"NEWRY","DOWN","BT342FD"
"ENNISKILLEN","FERMANAGH","BT745PX"
"CRUMLIN","ANTRIM","BT294EN"
"DONAGHADEE","DOWN","BT210DZ"
"NEWTOWNABBEY","ANTRIM","BT366XX"
"COOKSTOWN","TYRONE","BT800JB"
"CARROWDORE","DOWN","BT222HA"
"BELFAST","DOWN","BT69RL"
"CASTLEREAGH","DOWN","BT69PU"
"BELFAST","DOWN","BT57DH"
"BALLYGAWLEY","TYRONE","BT702HB"
"NEWTOWNABBEY","ANTRIM","BT365ER"
"BELFAST","DOWN","BT57EL"
"CARRYDUFF","DOWN","BT88PU"
"COMBER","DOWN","BT236AR"
"NEWTOWNARDS","DOWN","BT234SW"
"LISBURN","DOWN","BT275FA"
"CARRYDUFF","DOWN","BT88PQ"
"PORTADOWN","ARMAGH","BT621UU"
"LISBURN","ANTRIM","BT281DU"
"BANGOR","DOWN","BT197QA"
"DUNMURRY","ANTRIM","BT170UR"
"NEWTOWNARDS","DOWN","BT238NE"
"NEWTOWNARDS","DOWN","BT237YG"
"FINTONA","TYRONE","BT782AU"
"COALISLAND","TYRONE","BT714JG"
"COALISLAND","TYRONE","BT714SA"
"BALLYWALTER","DOWN","BT222JZ"
"COALISLAND","TYRONE","BT714QT"
"COOKSTOWN","TYRONE","BT809BN"
"BELFAST","ANTRIM","BT28LG"
"BELFAST","DOWN","BT68PR"
"BELFAST","ANTRIM","BT95HA"
"BELFAST","ANTRIM","BT155GH"
"BELFAST","ANTRIM","BT125BS"
"CRUMLIN","ANTRIM","BT294GF"
"BELFAST","ANTRIM","BT118PQ"
"DUNMURRY","ANTRIM","BT170BP"
"OMAGH","TYRONE","BT790PX"
"BELFAST","ANTRIM","BT126ET"
"CRUMLIN","ANTRIM","BT294JF"
"HOLYWOOD","DOWN","BT189LU"
"BELFAST","ANTRIM","BT133FE"
"BELFAST","DOWN","BT54TW"
"DRUMQUIN","TYRONE","BT784RJ"
"BELFAST","DOWN","BT41TL"
"LISBURN","DOWN","BT275UD"
"PORTADOWN","DOWN","BT635ND"
"BALLINAMALLARD","FERMANAGH","BT942GD"
"BELFAST","ANTRIM","BT146JU"
"CRUMLIN","ANTRIM","BT294SH"
"NEWTOWNARDS","DOWN","BT238YW"
"OMAGH","TYRONE","BT781NF"
"ENNISKILLEN","FERMANAGH","BT746FR"
"ARMAGH","ARMAGH","BT601HP"
"OMAGH","TYRONE","BT797PW"
"TEMPO","FERMANAGH","BT750RS"
"COLERAINE","LONDONDERRY","BT513AA"
"MOUNTNORRIS","ARMAGH","BT602UH"
"LISNASKEA","FERMANAGH","BT925GD"
"DONAGHADEE","DOWN","BT210HZ"
"RANDALSTOWN","ANTRIM","BT413BD"
"COOKSTOWN","TYRONE","BT809AH"
"DOWNPATRICK","DOWN","BT306PQ"
"DOWNPATRICK","DOWN","BT306RH"
"DOWNPATRICK","DOWN","BT307JD"
"WARINGSTOWN","DOWN","BT667QW"
"DROMARA","DOWN","BT252JZ"
"LISNASKEA","FERMANAGH","BT920LN"
"BELCOO","FERMANAGH","BT935FU"
"BALLYWARD","DOWN","BT319QE"
"WARRENPOINT","DOWN","BT343NB"
"PORTRUSH","ANTRIM","BT568BN"
"ARMAGH","ARMAGH","BT617HU"
"CARRICKFERGUS","ANTRIM","BT388AS"
"BESSBROOK","ARMAGH","BT357BW"
"LONDONDERRY","LONDONDERRY","BT474AZ"
"DRUMQUIN","TYRONE","BT784TX"
"NEWRY","ARMAGH","BT356PZ"
"BALLYKELLY","LONDONDERRY","BT499JG"
"DRAPERSTOWN","LONDONDERRY","BT457JY"
"OMAGH","TYRONE","BT797SN"
"LONDONDERRY","LONDONDERRY","BT489TZ"
"COLERAINE","LONDONDERRY","BT521QS"
"NEWTOWNABBEY","ANTRIM","BT370HN"
"COLERAINE","LONDONDERRY","BT513BF"
"LISNASKEA","FERMANAGH","BT920FW"
"POMEROY","TYRONE","BT703LJ"
"ANTRIM","ANTRIM","BT414EH"
"ANTRIM","ANTRIM","BT414HB"
"BALLYCASTLE","ANTRIM","BT546HT"
"AUGHNACLOY","TYRONE","BT696DN"
"BUSHMILLS","ANTRIM","BT578SE"
"TANDRAGEE","ARMAGH","BT622HA"
NA,"ANTRIM","BT390TF"
"LONDONDERRY","LONDONDERRY","BT486SW"
"KILREA","LONDONDERRY","BT515SU"
"TEMPO","FERMANAGH","BT943NU"
"DUNMURRY","ANTRIM","BT179RR"
"BANBRIDGE","DOWN","BT323ES"
"BANBRIDGE","DOWN","BT323GD"
"BELFAST","ANTRIM","BT71AH"
"SAINTFIELD","DOWN","BT247NW"
"CARRICKFERGUS","ANTRIM","BT388PN"
"BROOKEBOROUGH","FERMANAGH","BT944BN"
"ANNALONG","DOWN","BT344RQ"
"ARDGLASS","DOWN","BT307TL"
"FORKILL","ARMAGH","BT359SF"
"DOWNPATRICK","DOWN","BT308LX"
"NEWTOWNBUTLER","FERMANAGH","BT926GP"
"NEWTOWNBUTLER","FERMANAGH","BT926FT"
"CROSSMAGLEN","ARMAGH","BT359EU"
"BELFAST","ANTRIM","BT119NG"
"KILKEEL","DOWN","BT344LE"
"RATHFRILAND","DOWN","BT345DS"
"BESSBROOK","ARMAGH","BT357DA"
"LARNE","ANTRIM","BT402BS"
"LARNE","ANTRIM","BT401RF"
"BELFAST","ANTRIM","BT132RR"
"WARRENPOINT","DOWN","BT343PZ"
"LISBELLAW","FERMANAGH","BT945ND"
"BELFAST","ANTRIM","BT15FB"
"ARDGLASS","DOWN","BT307SN"
"HILLTOWN","DOWN","BT345TA"
"BALLYMONEY","ANTRIM","BT538DB"
"BANGOR","DOWN","BT203GW"
"PORTADOWN","ARMAGH","BT623JW"
"NEWRY","DOWN","BT345HZ"
"BANBRIDGE","DOWN","BT323FL"
"BROUGHSHANE","ANTRIM","BT424LG"
"CLOGHER","TYRONE","BT760HW"
"HOLYWOOD","DOWN","BT189SA"
"DRUMQUIN","TYRONE","BT784UH"
"HOLYWOOD","DOWN","BT189AP"
"NEWTOWNHAMILTON","ARMAGH","BT350BG"
"BELFAST","DOWN","BT54GU"
"GARVAGH","LONDONDERRY","BT515YF"
"NEWTOWNABBEY","ANTRIM","BT364AH"
"OMAGH","TYRONE","BT781PN"
"PORTSTEWART","LONDONDERRY","BT557LG"
"BALLYCASTLE","ANTRIM","BT546RH"
"LONDONDERRY","LONDONDERRY","BT480SQ"
"LISBURN","ANTRIM","BT282SQ"
"NEWRY","DOWN","BT341TA"
"BUSHMILLS","ANTRIM","BT578PT"
"DONAGHADEE","DOWN","BT210FZ"
"CAMLOUGH","ARMAGH","BT357LE"
"BELFAST","ANTRIM","BT125GN"
"LISBURN","ANTRIM","BT283JB"
"LARNE","ANTRIM","BT402SF"
"BALLYNAHINCH","DOWN","BT248SU"
"DUNGANNON","TYRONE","BT701UN"
"DOWNPATRICK","DOWN","BT306WS"
"BELFAST","ANTRIM","BT170NG"
"NEWRY","DOWN","BT358FG"
"PORTADOWN","ARMAGH","BT621RB"
"LONDONDERRY","LONDONDERRY","BT472QG"
"COOKSTOWN","TYRONE","BT809TA"
"BALLYMONEY","ANTRIM","BT539SQ"
"WHITEHEAD","ANTRIM","BT389LU"
"LIMAVADY","LONDONDERRY","BT490AQ"
"TEMPLEPATRICK","ANTRIM","BT390AP"
"ARDSTRAW","TYRONE","BT784LJ"
"DOWNPATRICK","DOWN","BT309GF"
"MAGHERA","LONDONDERRY","BT465GE"
"LONDONDERRY","LONDONDERRY","BT488QR"
"NEWTOWNBUTLER","FERMANAGH","BT926DP"
"PORTADOWN","ARMAGH","BT635SJ"
"LOUGHGALL","ARMAGH","BT618LA"
"SAINTFIELD","DOWN","BT247JH"
"NEWCASTLE","DOWN","BT330PZ"
"CROSSMAGLEN","ARMAGH","BT359BL"
"MAGHERALIN","DOWN","BT667NZ"
"SION MILLS","TYRONE","BT829TR"
"BALLYMONEY","ANTRIM","BT538UZ"
"BALLINAMALLARD","TYRONE","BT941AG"
"LISBURN","ANTRIM","BT283WL"
"BANBRIDGE","DOWN","BT323TJ"
"LISNASKEA","FERMANAGH","BT920AR"
"LISBURN","ANTRIM","BT282XJ"
"DERRYLIN","FERMANAGH","BT929HH"
"BELFAST","ANTRIM","BT118RH"
"LISBURN","DOWN","BT276UH"
"BELFAST","ANTRIM","BT153QD"
"MAGHERA","LONDONDERRY","BT465DH"
"PORTGLENONE","ANTRIM","BT448ET"
"SESKINORE","TYRONE","BT782PW"
"BALLYNAHINCH","DOWN","BT276US"
"BERAGH","TYRONE","BT790RP"
"BANBRIDGE","DOWN","BT323WT"
"LISBURN","ANTRIM","BT281BU"
"CARRICKFERGUS","ANTRIM","BT388WQ"
"NEWRY","ARMAGH","BT357JY"
NA,"ANTRIM","BT538PZ"
"LISNARICK","FERMANAGH","BT941BP"
"LISNASKEA","FERMANAGH","BT920DH"
"MULLAGHBAWN","ARMAGH","BT359UA"
"DUNGANNON","TYRONE","BT715QQ"
"BELFAST","ANTRIM","BT153HH"
"BROOKEBOROUGH","FERMANAGH","BT944HL"
"ENNISKILLEN","FERMANAGH","BT745JB"
"DERRYGONNELLY","FERMANAGH","BT936DY"
"ROSSLEA","FERMANAGH","BT927GL"
"BELLANALECK","FERMANAGH","BT922BX"
"MONEA","FERMANAGH","BT748EY"
"KESH","FERMANAGH","BT931LE"
"ENNISKILLEN","FERMANAGH","BT744HB"
"ENNISKILLEN","FERMANAGH","BT746JU"
"MAGUIRESBRIDGE","FERMANAGH","BT944SX"
"COOKSTOWN","TYRONE","BT809HX"
"KINAWLEY","FERMANAGH","BT924HE"
"KESH","FERMANAGH","BT931RJ"
"OMAGH","TYRONE","BT781PS"
"ENNISKILLEN","FERMANAGH","BT749DE"
"BROOKEBOROUGH","FERMANAGH","BT944FG"
"LISNASKEA","FERMANAGH","BT920AS"
"BELLEEK","FERMANAGH","BT933EB"
"BALLYMENA","ANTRIM","BT423HS"
"KINAWLEY","FERMANAGH","BT924HL"
"KINAWLEY","FERMANAGH","BT924AS"
"TEMPLEPATRICK","ANTRIM","BT390EZ"
"BELFAST","ANTRIM","BT131DA"
"CRUMLIN","ANTRIM","BT294QR"
"BELFAST","ANTRIM","BT131DS"
"BANGOR","DOWN","BT191AX"
"DRUMQUIN","TYRONE","BT784QJ"
"OMAGH","TYRONE","BT790LU"
"DUNGANNON","TYRONE","BT716AB"
"MEIGH","ARMAGH","BT358TY"
"LONDONDERRY","LONDONDERRY","BT487EG"
"DUNGANNON","TYRONE","BT701WE"
"COMBER","DOWN","BT235JU"
"DOWNPATRICK","DOWN","BT307GX"
"NEWRY","DOWN","BT356EN"
"PARKGATE","ANTRIM","BT390FA"
"NEWRY","DOWN","BT341NN"
"HOLYWOOD","DOWN","BT189FY"
"COLERAINE","LONDONDERRY","BT513FF"
"CLOGHY","DOWN","BT221RY"
"NEWTOWNABBEY","ANTRIM","BT364RY"
"ESKRAGH","TYRONE","BT790RB"
"DROMORE","DOWN","BT251EL"
"COMBER","DOWN","BT235NZ"
"LISBURN","ANTRIM","BT281QE"
"COALISLAND","TYRONE","BT715EH"
"LISBURN","ANTRIM","BT283QG"
"LONDONDERRY","LONDONDERRY","BT476UJ"
"BALLYHALBERT","DOWN","BT221FZ"
"BALLYGAWLEY","TYRONE","BT702AA"
NA,"ANTRIM","BT538AA"
"LISBURN","ANTRIM","BT282PN"
"CRUMLIN","ANTRIM","BT294JJ"
"NEWTOWNARDS","DOWN","BT234XX"
"BALLYWARD","DOWN","BT319SX"
"BALLYMONEY","ANTRIM","BT538YH"
"DUNDONALD","DOWN","BT162FH"
"STEWARTSTOWN","TYRONE","BT715PS"
"LISBURN","ANTRIM","BT275FF"
"KILREA","LONDONDERRY","BT515PZ"
"COLERAINE","LONDONDERRY","BT521WX"
"PORTSTEWART","LONDONDERRY","BT557FH"
"KINALLEN","DOWN","BT252QU"
"BELFAST","DOWN","BT73EY"
NA,"LONDONDERRY","BT473JH"
"BALLYMONEY","ANTRIM","BT538YW"
"LISBURN","DOWN","BT275TG"
"COALISLAND","TYRONE","BT714GY"
"PORTSTEWART","LONDONDERRY","BT557EN"
"PORTRUSH","ANTRIM","BT568EX"
"PORTSTEWART","LONDONDERRY","BT557AA"
"BUSHMILLS","ANTRIM","BT578XE"
"PORTRUSH","ANTRIM","BT568ED"
"BALLYCASTLE","ANTRIM","BT546BX"
"LIMAVADY","LONDONDERRY","BT490LJ"
"BALLYCASTLE","ANTRIM","BT546QY"
"CASTLEROCK","LONDONDERRY","BT514RL"
"ARTICLAVE","LONDONDERRY","BT514UP"
"PORTSTEWART","LONDONDERRY","BT557FW"
"BALLYCASTLE","ANTRIM","BT546PA"
"COLERAINE","LONDONDERRY","BT513NP"
"BANBRIDGE","DOWN","BT323SP"
"COLERAINE","LONDONDERRY","BT513BN"
"COLERAINE","LONDONDERRY","BT521JL"
"COLERAINE","LONDONDERRY","BT522AQ"
"COLERAINE","LONDONDERRY","BT513AX"
"COLERAINE","LONDONDERRY","BT522QN"
"ARMOY","ANTRIM","BT538RN"
"BALLYMONEY","ANTRIM","BT536NS"
"COLERAINE","LONDONDERRY","BT522JN"
"ARMOY","ANTRIM","BT538UN"
"BALLYMONEY","ANTRIM","BT536PA"
"NEWRY","DOWN","BT342TQ"
"ARMOY","ANTRIM","BT538TY"
"AGHALEE","ANTRIM","BT670FX"
"COLERAINE","LONDONDERRY","BT513BU"
"COLERAINE","LONDONDERRY","BT521TN"
"COLERAINE","LONDONDERRY","BT513TL"
"COLERAINE","LONDONDERRY","BT522JS"
"BALLYMONEY","ANTRIM","BT537AJ"
"COLERAINE","LONDONDERRY","BT521SY"
"BELFAST","ANTRIM","BT152JN"
"BALLYMONEY","ANTRIM","BT536NB"
"BALLYMONEY","ANTRIM","BT538XY"
"BALLYMONEY","ANTRIM","BT536PF"
"BALLYMONEY","ANTRIM","BT536HD"
"CUSHENDALL","ANTRIM","BT440NE"
"CLADY","LONDONDERRY","BT448LN"
"LONDONDERRY","LONDONDERRY","BT487QT"
"LONDONDERRY","LONDONDERRY","BT487QQ"
"LONDONDERRY","LONDONDERRY","BT487RP"
"LONDONDERRY","LONDONDERRY","BT487SN"
NA,"LONDONDERRY","BT473PJ"
"LISBURN","DOWN","BT275GW"
"LONDONDERRY","LONDONDERRY","BT476TY"
NA,"LONDONDERRY","BT473XQ"
NA,"LONDONDERRY","BT473EA"
"LIMAVADY","LONDONDERRY","BT490UE"
NA,"LONDONDERRY","BT473YZ"
NA,"LONDONDERRY","BT473DU"
NA,"LONDONDERRY","BT473PG"
"BALLYMONEY","ANTRIM","BT537NA"
"LIMAVADY","LONDONDERRY","BT490NE"
"COLERAINE","LONDONDERRY","BT514EX"
"COLERAINE","LONDONDERRY","BT514AJ"
"COLERAINE","LONDONDERRY","BT514ER"
"LIMAVADY","LONDONDERRY","BT490WD"
"NEWTOWNABBEY","ANTRIM","BT370ZX"
"LONDONDERRY","LONDONDERRY","BT486TT"
"PORTSTEWART","LONDONDERRY","BT557BY"
"LONDONDERRY","LONDONDERRY","BT487NH"
"LONDONDERRY","LONDONDERRY","BT472LU"
"LONDONDERRY","LONDONDERRY","BT476LR"
"LONDONDERRY","LONDONDERRY","BT487NT"
"LONDONDERRY","LONDONDERRY","BT476GJ"
"LONDONDERRY","LONDONDERRY","BT476YQ"
"LONDONDERRY","LONDONDERRY","BT476JZ"
"LONDONDERRY","LONDONDERRY","BT472LS"
"LONDONDERRY","LONDONDERRY","BT476FQ"
"DRUMAHOE","LONDONDERRY","BT473XT"
"DRUMAHOE","LONDONDERRY","BT473LU"
"BALLYMONEY","ANTRIM","BT537EA"
"KILREA","LONDONDERRY","BT515RA"
"LONDONDERRY","LONDONDERRY","BT473SA"
"NEWTOWNABBEY","ANTRIM","BT364NT"
"DUNGIVEN","LONDONDERRY","BT474QS"
"GARVAGH","LONDONDERRY","BT515HW"
"DRUMAHOE","LONDONDERRY","BT473YQ"
"GARVAGH","LONDONDERRY","BT515PG"
"BALLYMENA","ANTRIM","BT448QF"
"DUNGIVEN","LONDONDERRY","BT474QY"
"GARVAGH","LONDONDERRY","BT515JP"
"GARVAGH","LONDONDERRY","BT515ER"
"LONDONDERRY","LONDONDERRY","BT473TF"
"KILREA","LONDONDERRY","BT465XN"
"KILREA","ANTRIM","BT515RY"
"GLENARM","ANTRIM","BT440BG"
"MARTINSTOWN","ANTRIM","BT436QU"
"UPPERLANDS","LONDONDERRY","BT465SX"
"BROUGHSHANE","ANTRIM","BT424NZ"
"DUNGIVEN","LONDONDERRY","BT474LS"
"BROUGHSHANE","ANTRIM","BT424PB"
"MARTINSTOWN","ANTRIM","BT437LY"
"BUSHMILLS","ANTRIM","BT578QY"
"BALLYGALLEY","ANTRIM","BT402QN"
"PORTRUSH","ANTRIM","BT568JB"
"BROUGHSHANE","ANTRIM","BT424JN"
"CLAUDY","LONDONDERRY","BT474AX"
"PORTGLENONE","ANTRIM","BT448EH"
"BROUGHSHANE","ANTRIM","BT437HW"
"MAGHERA","LONDONDERRY","BT465EG"
"BROUGHSHANE","ANTRIM","BT437HN"
"CLADY","LONDONDERRY","BT448LU"
"AHOGHILL","ANTRIM","BT421LS"
"CLADY","LONDONDERRY","BT448NW"
"BALLYMENA","ANTRIM","BT435JZ"
"COLERAINE","LONDONDERRY","BT521JD"
"BALLYMENA","ANTRIM","BT422LE"
"BALLYMENA","ANTRIM","BT421BH"
"MAGHERA","LONDONDERRY","BT465ET"
"BALLYMENA","ANTRIM","BT436JB"
"BALLYMENA","ANTRIM","BT436JD"
"BALLYMONEY","ANTRIM","BT536TX"
"BALLYMENA","ANTRIM","BT437EW"
"LARNE","ANTRIM","BT402TP"
"BALLYMENA","ANTRIM","BT423EA"
"LARNE","ANTRIM","BT401PZ"
"LARNE","ANTRIM","BT401SW"
"BROUGHSHANE","ANTRIM","BT424PQ"
"LARNE","ANTRIM","BT403DD"
"LARNE","ANTRIM","BT401QF"
"STRABANE","TYRONE","BT828AD"
"LARNE","ANTRIM","BT401AB"
"CLADY","TYRONE","BT829QY"
"STRABANE","TYRONE","BT828HW"
"WARRENPOINT","DOWN","BT343GZ"
"STRABANE","TYRONE","BT828HG"
"STRABANE","TYRONE","BT828AF"
"RANDALSTOWN","ANTRIM","BT413ES"
"DRAPERSTOWN","LONDONDERRY","BT457BF"
NA,"ANTRIM","BT399UB"
"KELLS","ANTRIM","BT423JP"
NA,"ANTRIM","BT399QA"
"KELLS","ANTRIM","BT423LW"
"MAGHERAFELT","LONDONDERRY","BT455HU"
"BALLYCARRY","ANTRIM","BT389BG"
"GLENHULL","TYRONE","BT797SD"
"WHITEHEAD","ANTRIM","BT389NZ"
"BALLYCLARE","ANTRIM","BT399JS"
"MAGHERAFELT","LONDONDERRY","BT456PT"
"COOKSTOWN","LONDONDERRY","BT809UA"
"BALLYCARRY","ANTRIM","BT389HZ"
"MAGHERAFELT","LONDONDERRY","BT455RF"
"CASTLEDERG","TYRONE","BT817JT"
"MAGHERAFELT","LONDONDERRY","BT456BQ"
"MAGHERAFELT","LONDONDERRY","BT455JG"
"DRAPERSTOWN","LONDONDERRY","BT457BJ"
"MAGHERAFELT","LONDONDERRY","BT456HJ"
"RANDALSTOWN","ANTRIM","BT413DQ"
"BALLYMAGORRY","TYRONE","BT820AS"
"TOOME","ANTRIM","BT413NG"
"TOOME","ANTRIM","BT413NP"
"MAGHERAFELT","LONDONDERRY","BT455BG"
"RANDALSTOWN","ANTRIM","BT413DB"
"RANDALSTOWN","ANTRIM","BT413EH"
"RANDALSTOWN","ANTRIM","BT412ND"
NA,"ANTRIM","BT390QX"
"BALLYCLARE","ANTRIM","BT399NQ"
"BALLYCLARE","ANTRIM","BT399JF"
"ARTIGARVAN","TYRONE","BT820HW"
"CARRICKFERGUS","ANTRIM","BT388QJ"
"CARRICKFERGUS","ANTRIM","BT388JY"
"CARRICKFERGUS","ANTRIM","BT389ES"
"CARRICKFERGUS","ANTRIM","BT387RH"
"CARRICKFERGUS","ANTRIM","BT387SS"
"CARRICKFERGUS","ANTRIM","BT387JF"
"CARRICKFERGUS","ANTRIM","BT387LB"
"WHITEHEAD","ANTRIM","BT389SA"
"NEWTOWNSTEWART","TYRONE","BT784NB"
"CASTLEDERG","TYRONE","BT817XG"
"GORTIN","TYRONE","BT797SU"
"COOKSTOWN","LONDONDERRY","BT800BB"
"RANDALSTOWN","ANTRIM","BT413LZ"
"NEWTOWNSTEWART","TYRONE","BT784NR"
"MONEYMORE","LONDONDERRY","BT457YH"
"CRUMLIN","ANTRIM","BT294YL"
"NEWTOWNABBEY","ANTRIM","BT364QD"
"NEWTOWNABBEY","ANTRIM","BT364FA"
"ANTRIM","ANTRIM","BT411JL"
"TEMPLEPATRICK","ANTRIM","BT390DA"
"ANTRIM","ANTRIM","BT414TG"
"NEWTOWNABBEY","ANTRIM","BT365AT"
"NEWTOWNABBEY","ANTRIM","BT364XA"
"NEWTOWNABBEY","ANTRIM","BT365SY"
"NEWTOWNABBEY","ANTRIM","BT365SW"
"NEWTOWNABBEY","ANTRIM","BT365YF"
"NEWTOWNABBEY","ANTRIM","BT366HU"
"NEWTOWNABBEY","ANTRIM","BT367NL"
"NEWTOWNABBEY","ANTRIM","BT379HP"
"NEWTOWNABBEY","ANTRIM","BT379SZ"
"NEWTOWNABBEY","ANTRIM","BT370GN"
"NEWTOWNABBEY","ANTRIM","BT370LZ"
"NEWTOWNABBEY","ANTRIM","BT379SP"
"NEWTOWNABBEY","ANTRIM","BT379QH"
"NEWTOWNABBEY","ANTRIM","BT379PQ"
"NEWTOWNABBEY","ANTRIM","BT366XJ"
"NEWTOWNABBEY","ANTRIM","BT370QN"
"NEWTOWNABBEY","ANTRIM","BT370WL"
"NEWTOWNABBEY","ANTRIM","BT370JZ"
"NEWTOWNABBEY","ANTRIM","BT370TP"
"BANGOR","DOWN","BT191BT"
"HOLYWOOD","DOWN","BT180DD"
"BANGOR","DOWN","BT191BZ"
"CARRICKFERGUS","ANTRIM","BT388XA"
"HOLYWOOD","DOWN","BT180DW"
NA,"DOWN","BT191TR"
"BANGOR","DOWN","BT191UZ"
"BANGOR","DOWN","BT191NY"
NA,"DOWN","BT191PP"
"BANGOR","DOWN","BT204DD"
"BANGOR","DOWN","BT203AY"
"BANGOR","DOWN","BT204UN"
"BANGOR","DOWN","BT205JN"
"BANGOR","DOWN","BT203DU"
"BANGOR","DOWN","BT205LZ"
"BANGOR","DOWN","BT205JU"
"BANGOR","DOWN","BT203HD"
"BANGOR","DOWN","BT205HE"
"GROOMSPORT","DOWN","BT196LH"
"BANGOR","DOWN","BT205HU"
"BANGOR","DOWN","BT205PH"
"DRUMQUIN","TYRONE","BT784TU"
"CASTLEDERG","TYRONE","BT817HQ"
"COOKSTOWN","TYRONE","BT809ED"
"OMAGH","TYRONE","BT797RB"
"DRUMQUIN","TYRONE","BT784TZ"
"COOKSTOWN","TYRONE","BT808JT"
"COOKSTOWN","TYRONE","BT808BT"
"COOKSTOWN","TYRONE","BT808LA"
"CRUMLIN","ANTRIM","BT294HB"
"STEWARTSTOWN","TYRONE","BT715AY"
"BELFAST","ANTRIM","BT170NJ"
"CRUMLIN","ANTRIM","BT294RE"
"COAGH","TYRONE","BT800BS"
"BELFAST","ANTRIM","BT148PR"
"DUNGANNON","TYRONE","BT715BT"
"BELFAST","ANTRIM","BT133XQ"
"BELFAST","ANTRIM","BT127RB"
